Bug_Number,Summary,Platform,Component,Version,Creation_Time,Whiteboard,QA_Whiteboard,First_Comment_Text,First_Comment_Creation_Time,Status,Product,Priority,Resolution,Severity,Is_Confirmed,br_name,br_desc
1290424,"Mouse-over (hover) on a dropdown suggestion (search, URL) causes the hovered-over item to be deleted on 'delete'-press",Unspecified,Address Bar,50 Branch,2016-07-29T10:23:42Z,[fxsearch],[bugday-20160801],"User Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:50.0) Gecko/20100101 Firefox/50.0 Build ID: 20160728030208  Steps to reproduce:  The behavior is slightly different for the URL bar and the Search bar, so I wrote them separately. Also see the note at the end concerning similar behavior in Thunderbird.  1. Click on the URL bar 2. Type 'Goog' 3. While typing, two types of suggestions will appear: 3.a. The bar will suggest goog[le.com] (the section in [  ] appears selected) 3.b. A dropdown also appears with other suggestions 4. After having clicked on the bar, the mouse may have 'accidently slid down' a little, to one of the dropdown suggestions. I don't care, because I don't want the suggestions. I press return.   1. Click on the search bar 2. Type 'Goog' 3. While typing, suggestions will appear in the dropdown. I don't care about them, because I want to type something new. My mouse may slide down to one of the suggestions though, after I've clicked in the bar. 4. I decide I want to search for something else, so I select what I wrote (shift-control-arrow left) and press delete, so that I can type something else.    Actual results:  The mouse-hovered item is affected, rather than the typed one.  - In the case of the url bar, [return] navigates to the hover-over item instead of what's in the url bar.  - In the case of the search bar, [delete] deletes the hovered-over search suggestion instead of the word I typed and selected.   Expected results:  When I press a keyboard key such as return or delete, I expect it to have an effect on the area I'm typing in, not on what I'm mouse-hovering on. The current behavior is mixing two different input options, which is very confusing.   If I want to mouse-select, I'll mouse-hover and mouse-click. If I want to keyboard-select, I'll keyboard-arrow-down and keyboard-return. If I want to delete, I'll keyboard-arrow-down and keyboard-(shift-)delete.   Whatever the case, I don't expect what I'm hovering over to be ""selected"". I'm only ""hovering"".....   This may be related to Bug 1176107 and/or Bug 1283398.   [NOTE] I experience the same issue in Thunderbird, it actually has even worse implications there. I may type ""Ma"" in the To: field and see that ""Maarten"" is pre-filled, which is great because he's who I want. My mouse may have slid down to another option starting with ""Ma"" though, but it wouldn't cross my mind that when I now click in the body of my email, or press ""Send"", that it will secretly change the To-field and send my email to who I was hovering over rather than to who actually appeared as typed-in!   This behavior did not occur a year ago (maybe a little more), so a relatively recent change caused hovered-over items to be considered to be 'selected'.",2016-07-29T10:23:42Z,VERIFIED,Firefox,P2,FIXED,normal,True,BR_1290424_SRC,"1290424 Mouse-over (hover) on a dropdown suggestion (search, URL) causes the hovered-over item to be deleted on 'delete'-press Unspecified Address Bar 50 Branch 2016-07-29T10:23:42Z [fxsearch] [bugday-20160801] User Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:50.0) Gecko/20100101 Firefox/50.0 Build ID: 20160728030208  Steps to reproduce:  The behavior is slightly different for the URL bar and the Search bar, so I wrote them separately. Also see the note at the end concerning similar behavior in Thunderbird.  1. Click on the URL bar 2. Type 'Goog' 3. While typing, two types of suggestions will appear: 3.a. The bar will suggest goog[le.com] (the section in [  ] appears selected) 3.b. A dropdown also appears with other suggestions 4. After having clicked on the bar, the mouse may have 'accidently slid down' a little, to one of the dropdown suggestions. I don't care, because I don't want the suggestions. I press return.   1. Click on the search bar 2. Type 'Goog' 3. While typing, suggestions will appear in the dropdown. I don't care about them, because I want to type something new. My mouse may slide down to one of the suggestions though, after I've clicked in the bar. 4. I decide I want to search for something else, so I select what I wrote (shift-control-arrow left) and press delete, so that I can type something else.    Actual results:  The mouse-hovered item is affected, rather than the typed one.  - In the case of the url bar, [return] navigates to the hover-over item instead of what's in the url bar.  - In the case of the search bar, [delete] deletes the hovered-over search suggestion instead of the word I typed and selected.   Expected results:  When I press a keyboard key such as return or delete, I expect it to have an effect on the area I'm typing in, not on what I'm mouse-hovering on. The current behavior is mixing two different input options, which is very confusing.   If I want to mouse-select, I'll mouse-hover and mouse-click. If I want to keyboard-select, I'll keyboard-arrow-down and keyboard-return. If I want to delete, I'll keyboard-arrow-down and keyboard-(shift-)delete.   Whatever the case, I don't expect what I'm hovering over to be ""selected"". I'm only ""hovering"".....   This may be related to Bug 1176107 and/or Bug 1283398.   [NOTE] I experience the same issue in Thunderbird, it actually has even worse implications there. I may type ""Ma"" in the To: field and see that ""Maarten"" is pre-filled, which is great because he's who I want. My mouse may have slid down to another option starting with ""Ma"" though, but it wouldn't cross my mind that when I now click in the body of my email, or press ""Send"", that it will secretly change the To-field and send my email to who I was hovering over rather than to who actually appeared as typed-in!   This behavior did not occur a year ago (maybe a little more), so a relatively recent change caused hovered-over items to be considered to be 'selected'. 2016-07-29T10:23:42Z VERIFIED Firefox P2 FIXED normal True BR_1290424_SRC"
1291770,"[HiDPI] Globe icon is too small, ends up being scaled up",Unspecified,Theme,50 Branch,2016-08-03T17:22:03Z,,,"Created attachment 8777434 globe.png  Currently the globe icon that appears in many places like tab is too big and being scaled down, resulting in a less-than-perfect round shape.",2016-08-03T17:22:03Z,VERIFIED,Firefox,P3,FIXED,normal,True,BR_1291770_SRC,"1291770 [HiDPI] Globe icon is too small, ends up being scaled up Unspecified Theme 50 Branch 2016-08-03T17:22:03Z nan nan Created attachment 8777434 globe.png  Currently the globe icon that appears in many places like tab is too big and being scaled down, resulting in a less-than-perfect round shape. 2016-08-03T17:22:03Z VERIFIED Firefox P3 FIXED normal True BR_1291770_SRC"
1292566,"The ""open"" button in the subview for temporarily blocked downloads should not ask for confirmation",Unspecified,Downloads Panel,50 Branch,2016-08-05T14:16:47Z,[fxprivacy],,"The Downloads Panel subview for blocked downloads is designed as a replacement and not an addition to the previous modal confirmation dialog, so the ""open"" button should not ask for confirmation.  Malware _may_ be a special case where an additional confirmation dialog can be wanted, we can clarify this with the designers. For uncommon and potentially unwanted downloads a modal dialog is surely not needed.  The presence of this additional dialog is a regression in user experience, because we show the same message too many times.",2016-08-05T14:16:47Z,VERIFIED,Firefox,P2,FIXED,normal,True,BR_1292566_SRC,"1292566 The ""open"" button in the subview for temporarily blocked downloads should not ask for confirmation Unspecified Downloads Panel 50 Branch 2016-08-05T14:16:47Z [fxprivacy] nan The Downloads Panel subview for blocked downloads is designed as a replacement and not an addition to the previous modal confirmation dialog, so the ""open"" button should not ask for confirmation.  Malware _may_ be a special case where an additional confirmation dialog can be wanted, we can clarify this with the designers. For uncommon and potentially unwanted downloads a modal dialog is surely not needed.  The presence of this additional dialog is a regression in user experience, because we show the same message too many times. 2016-08-05T14:16:47Z VERIFIED Firefox P2 FIXED normal True BR_1292566_SRC"
1292573,Broken keyboard interaction with the subview in the Downloads Panel,Unspecified,Downloads Panel,50 Branch,2016-08-05T14:26:50Z,[fxprivacy],,"While testing the styling changes in bug 1001324, I noticed that keyboard interaction with the subview is broken. The space bar doesn't open the subview like the Control Center does, there doesn't seem to be a way to go back to the main view with the keyboard, and for some reason while the subview is visible you can tab through all the invisible action buttons at the right of the selected item.  However, we may be removing keyboard interaction going forward so not all of the above issues may be important to track.",2016-08-05T14:26:50Z,VERIFIED,Firefox,P2,FIXED,normal,True,BR_1292573_SRC,"1292573 Broken keyboard interaction with the subview in the Downloads Panel Unspecified Downloads Panel 50 Branch 2016-08-05T14:26:50Z [fxprivacy] nan While testing the styling changes in bug 1001324, I noticed that keyboard interaction with the subview is broken. The space bar doesn't open the subview like the Control Center does, there doesn't seem to be a way to go back to the main view with the keyboard, and for some reason while the subview is visible you can tab through all the invisible action buttons at the right of the selected item.  However, we may be removing keyboard interaction going forward so not all of the above issues may be important to track. 2016-08-05T14:26:50Z VERIFIED Firefox P2 FIXED normal True BR_1292573_SRC"
1293308,System font setting respected by location bar but ignored by location bar's autocomplete drop-down list,x86_64,Address Bar,48 Branch,2016-08-08T16:05:40Z,[fxsearch],,"User Agent: Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:48.0) Gecko/20100101 Firefox/48.0 Build ID: 20160728203720  Steps to reproduce:  STEP 1: Open terminal and issue the following command, gsettings set org.gnome.desktop.interface font-name 'Ubuntu 10' Observation 1: Urlbar font size is small. Observation 2: Urlbar popup/drop-down font size is small.  STEP 2: Open terminal and issue the following command, gsettings set org.gnome.desktop.interface font-name 'Ubuntu 20' Observation 1: Urlbar font size is big. Observation 2: Urlbar popup/drop-down font size is small. (THIS IS THE ISSUE)     Actual results:  When system font size was increased from 10 to 20, urlbar font size increased but urlbar autocomplete drop-down list font size did not increase.   Expected results:  When system font size was increased from 10 to 20, urlbar font size increased and urlbar drop-down list font size should also have increased just as it used to be in previous versions of Firefox.",2016-08-08T16:05:40Z,VERIFIED,Firefox,P1,FIXED,normal,True,BR_1293308_SRC,"1293308 System font setting respected by location bar but ignored by location bar's autocomplete drop-down list x86_64 Address Bar 48 Branch 2016-08-08T16:05:40Z [fxsearch] nan User Agent: Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:48.0) Gecko/20100101 Firefox/48.0 Build ID: 20160728203720  Steps to reproduce:  STEP 1: Open terminal and issue the following command, gsettings set org.gnome.desktop.interface font-name 'Ubuntu 10' Observation 1: Urlbar font size is small. Observation 2: Urlbar popup/drop-down font size is small.  STEP 2: Open terminal and issue the following command, gsettings set org.gnome.desktop.interface font-name 'Ubuntu 20' Observation 1: Urlbar font size is big. Observation 2: Urlbar popup/drop-down font size is small. (THIS IS THE ISSUE)     Actual results:  When system font size was increased from 10 to 20, urlbar font size increased but urlbar autocomplete drop-down list font size did not increase.   Expected results:  When system font size was increased from 10 to 20, urlbar font size increased and urlbar drop-down list font size should also have increased just as it used to be in previous versions of Firefox. 2016-08-08T16:05:40Z VERIFIED Firefox P1 FIXED normal True BR_1293308_SRC"
1294733,Awesomebar search buttons show auto completed text not user input,All,Address Bar,51 Branch,2016-08-12T15:49:08Z,[fxsearch],,"¡Hola!  Steps: Type ""test"" in the URL bar, it autocompletes here to ""testpilot.firefox.com"" since I've visited that page.  Expected result: The search buttons at the bottom of the suggestions search for the actual ""test"" input.  Actual result: The search buttons at the bottom of the suggestions search for the auto completed string ""testpilot.firefox.com"" not the actual ""test"" input.  ¡Gracias! Alex",2016-08-12T15:49:08Z,VERIFIED,Firefox,P2,FIXED,normal,True,BR_1294733_SRC,"1294733 Awesomebar search buttons show auto completed text not user input All Address Bar 51 Branch 2016-08-12T15:49:08Z [fxsearch] nan ¡Hola!  Steps: Type ""test"" in the URL bar, it autocompletes here to ""testpilot.firefox.com"" since I've visited that page.  Expected result: The search buttons at the bottom of the suggestions search for the actual ""test"" input.  Actual result: The search buttons at the bottom of the suggestions search for the auto completed string ""testpilot.firefox.com"" not the actual ""test"" input.  ¡Gracias! Alex 2016-08-12T15:49:08Z VERIFIED Firefox P2 FIXED normal True BR_1294733_SRC"
1294887,Middle clicking search results does not open a new tab,x86_64,Search,51 Branch,2016-08-12T22:54:31Z,[fxsearch],,User Agent: Mozilla/5.0 (X11; Linux x86_64; rv:51.0) Gecko/20100101 Firefox/51.0 Build ID: 20160812030200  Steps to reproduce:  Enter a few terms into the search box in the upper-right and middle-click one of the results.   Actual results:  The search box disappeared for a little bit when I released the middle-click.   Expected results:  The search result should be opened in a new tab and the search box should not disappear.,2016-08-12T22:54:31Z,VERIFIED,Firefox,P1,FIXED,normal,True,BR_1294887_SRC,1294887 Middle clicking search results does not open a new tab x86_64 Search 51 Branch 2016-08-12T22:54:31Z [fxsearch] nan User Agent: Mozilla/5.0 (X11; Linux x86_64; rv:51.0) Gecko/20100101 Firefox/51.0 Build ID: 20160812030200  Steps to reproduce:  Enter a few terms into the search box in the upper-right and middle-click one of the results.   Actual results:  The search box disappeared for a little bit when I released the middle-click.   Expected results:  The search result should be opened in a new tab and the search box should not disappear. 2016-08-12T22:54:31Z VERIFIED Firefox P1 FIXED normal True BR_1294887_SRC
1295502,"2.1 - 4.09% tart  / tresize / tsvgx  (linux64, windows7-32, windows8-64) regression on push 6af49d08884d76de44efd9387bbe340921652364 (Fri Aug 12 2016)",Unspecified,Theme,51 Branch,2016-08-16T07:52:15Z,,,"Talos has detected a Firefox performance regression from push 6af49d08884d76de44efd9387bbe340921652364. As author of one of the patches included in that push, we need your help to address this regression.  Summary of tests that regressed:    tresize windows8-64 opt: 11.66 -> 13.5 (15.83% worse)   tart summary linux64 opt e10s: 6.25 -> 6.38 (2.1% worse)   tart summary windows7-32 pgo e10s: 4.86 -> 4.97 (2.3% worse)   tsvgx summary windows8-64 opt: 154.84 -> 161.17 (4.09% worse)   tart summary windows8-64 opt: 5.47 -> 5.66 (3.53% worse)   cart summary windows8-64 opt: 30.63 -> 31.84 (3.94% worse)   You can find links to graphs and comparison views for each of the above tests at: https://treeherder.mozilla.org/perf.html#/alerts?id=2480  On the page above you can see an alert for each affected platform as well as a link to a graph showing the history of scores for this test. There is also a link to a treeherder page showing the Talos jobs in a pushlog format.  To learn more about the regressing test(s), please see: https://wiki.mozilla.org/Buildbot/Talos/Tests  For information on reproducing and debugging the regression, either on try or locally, see: https://wiki.mozilla.org/Buildbot/Talos/Running  *** Please let us know your plans within 3 business days, or the offending patch(es) will be backed out! ***  Our wiki page outlines the common responses and expectations: https://wiki.mozilla.org/Buildbot/Talos/RegressionBugsHandling",2016-08-16T07:52:15Z,RESOLVED,Firefox,P1,FIXED,normal,True,BR_1295502_SRC,"1295502 2.1 - 4.09% tart  / tresize / tsvgx  (linux64, windows7-32, windows8-64) regression on push 6af49d08884d76de44efd9387bbe340921652364 (Fri Aug 12 2016) Unspecified Theme 51 Branch 2016-08-16T07:52:15Z nan nan Talos has detected a Firefox performance regression from push 6af49d08884d76de44efd9387bbe340921652364. As author of one of the patches included in that push, we need your help to address this regression.  Summary of tests that regressed:    tresize windows8-64 opt: 11.66 -> 13.5 (15.83% worse)   tart summary linux64 opt e10s: 6.25 -> 6.38 (2.1% worse)   tart summary windows7-32 pgo e10s: 4.86 -> 4.97 (2.3% worse)   tsvgx summary windows8-64 opt: 154.84 -> 161.17 (4.09% worse)   tart summary windows8-64 opt: 5.47 -> 5.66 (3.53% worse)   cart summary windows8-64 opt: 30.63 -> 31.84 (3.94% worse)   You can find links to graphs and comparison views for each of the above tests at: https://treeherder.mozilla.org/perf.html#/alerts?id=2480  On the page above you can see an alert for each affected platform as well as a link to a graph showing the history of scores for this test. There is also a link to a treeherder page showing the Talos jobs in a pushlog format.  To learn more about the regressing test(s), please see: https://wiki.mozilla.org/Buildbot/Talos/Tests  For information on reproducing and debugging the regression, either on try or locally, see: https://wiki.mozilla.org/Buildbot/Talos/Running  *** Please let us know your plans within 3 business days, or the offending patch(es) will be backed out! ***  Our wiki page outlines the common responses and expectations: https://wiki.mozilla.org/Buildbot/Talos/RegressionBugsHandling 2016-08-16T07:52:15Z RESOLVED Firefox P1 FIXED normal True BR_1295502_SRC"
1296322,X button is vertically misaligned on the permission dropdown,All,Site Identity and Permission Panels,51 Branch,2016-08-18T15:28:05Z,[fxprivacy],,"Created attachment 8782482 permission misalignment.png  [Affected versions]: - 51.0a1 (2016-08-18)  [Affected platforms]: - Win 7  [Steps to reproduce]: 1. Open any page 2. Open the Control Center, expand it, then click on More Info/Permissions 3. Change some permissions from the default state (e.g. set microphone to 'Block') 4. Open the Control Center again  [Expected result]: - Allow/Block aligned with the X button  [Actual result]: - misalignment between Allow/Block and the X button  [Regression range]: - caused by bug 1290174  [Additional notes]: - Windows only",2016-08-18T15:28:05Z,VERIFIED,Firefox,P1,FIXED,normal,True,BR_1296322_SRC,"1296322 X button is vertically misaligned on the permission dropdown All Site Identity and Permission Panels 51 Branch 2016-08-18T15:28:05Z [fxprivacy] nan Created attachment 8782482 permission misalignment.png  [Affected versions]: - 51.0a1 (2016-08-18)  [Affected platforms]: - Win 7  [Steps to reproduce]: 1. Open any page 2. Open the Control Center, expand it, then click on More Info/Permissions 3. Change some permissions from the default state (e.g. set microphone to 'Block') 4. Open the Control Center again  [Expected result]: - Allow/Block aligned with the X button  [Actual result]: - misalignment between Allow/Block and the X button  [Regression range]: - caused by bug 1290174  [Additional notes]: - Windows only 2016-08-18T15:28:05Z VERIFIED Firefox P1 FIXED normal True BR_1296322_SRC"
1296366,"Ctrl+Click awesomebar entry with ""Switch to Tab"" doesn't open new tab",Unspecified,Search,51 Branch,2016-08-18T17:44:09Z,[fxsearch],,"1. Go to http://example.com 2. Without closing that tab, open a new tab and start typing ""example.com"" 3. Keep Ctrl key pressed and click the entry with ""Switch to Tab""  The new tab is closed, and the old one is focused.  I expected loading http://example.com in a new tab because of Ctrl key.",2016-08-18T17:44:09Z,VERIFIED,Firefox,P2,FIXED,normal,True,BR_1296366_SRC,"1296366 Ctrl+Click awesomebar entry with ""Switch to Tab"" doesn't open new tab Unspecified Search 51 Branch 2016-08-18T17:44:09Z [fxsearch] nan 1. Go to http://example.com 2. Without closing that tab, open a new tab and start typing ""example.com"" 3. Keep Ctrl key pressed and click the entry with ""Switch to Tab""  The new tab is closed, and the old one is focused.  I expected loading http://example.com in a new tab because of Ctrl key. 2016-08-18T17:44:09Z VERIFIED Firefox P2 FIXED normal True BR_1296366_SRC"
1296861,[control center] Don't hardcode colors for the permission status and permission removal button,Unspecified,Theme,50 Branch,2016-08-20T14:19:43Z,[fxprivacy],,Created attachment 8783194 patch  [Tracking Requested - why for this release]: regression for high-contrast mode support,2016-08-20T14:19:43Z,VERIFIED,Firefox,P2,FIXED,normal,True,BR_1296861_SRC,1296861 [control center] Don't hardcode colors for the permission status and permission removal button Unspecified Theme 50 Branch 2016-08-20T14:19:43Z [fxprivacy] nan Created attachment 8783194 patch  [Tracking Requested - why for this release]: regression for high-contrast mode support 2016-08-20T14:19:43Z VERIFIED Firefox P2 FIXED normal True BR_1296861_SRC
1297336,Device permission gone from the permission dropdown after detaching the tab to a new window,All,Device Permissions,51 Branch,2016-08-23T09:10:48Z,[fxprivacy] ,,[Affected versions]: - 51.0a1 (2016-08-22)  [Affected platforms]: - all  [Steps to reproduce]: 1. Open 2 empty tabs 2. In one tab open http://permission.site/ 3. Click on the Camera button and share the camera 4. Detach the camera tab to a new window 5. Open the control center  [Expected result]: - camera permission displayed in the control center  [Actual result]: - camera permission gone from the control center  [Regression range]: - caused by bug 1206233,2016-08-23T09:10:48Z,VERIFIED,Firefox,P1,FIXED,normal,True,BR_1297336_SRC,1297336 Device permission gone from the permission dropdown after detaching the tab to a new window All Device Permissions 51 Branch 2016-08-23T09:10:48Z [fxprivacy]  nan [Affected versions]: - 51.0a1 (2016-08-22)  [Affected platforms]: - all  [Steps to reproduce]: 1. Open 2 empty tabs 2. In one tab open http://permission.site/ 3. Click on the Camera button and share the camera 4. Detach the camera tab to a new window 5. Open the control center  [Expected result]: - camera permission displayed in the control center  [Actual result]: - camera permission gone from the control center  [Regression range]: - caused by bug 1206233 2016-08-23T09:10:48Z VERIFIED Firefox P1 FIXED normal True BR_1297336_SRC
1297374,"[One-off searches] When changing the default search engine from Awesomebar, the icon of the new default engine is replaced by the icon of the old default engine",All,Search,51 Branch,2016-08-23T13:06:26Z,[fxsearch],,"Created attachment 8783947 screenshot_of_the_issue.png  [Affected versions]: Nightly 51 Build ID 	20160822064441   [Affected platforms]: Ubuntu 15.04 x64, Windows 10 x64  [Steps to reproduce]: 1. Open Firefox with a new profile. 2. Type something in the Awesomebar. 3. Right-click on one of the one-off searches icons. (e.g. Wikipedia). 4. From context menu click ""Set as default search engine"".    [Expected result]: The icon representing the search engine which was set as default should remain the same (e.g. Wikipedia)  [Actual result]: The icon representing the search engine that was set as default is replaced by the icon of the old default search engine (Google). So we end up with two icons of the old search engine (in this case ""Google"").  See the attached screenshot.  [Note]: After another search the icons are ok.",2016-08-23T13:06:26Z,VERIFIED,Firefox,P2,FIXED,normal,True,BR_1297374_SRC,"1297374 [One-off searches] When changing the default search engine from Awesomebar, the icon of the new default engine is replaced by the icon of the old default engine All Search 51 Branch 2016-08-23T13:06:26Z [fxsearch] nan Created attachment 8783947 screenshot_of_the_issue.png  [Affected versions]: Nightly 51 Build ID 	20160822064441   [Affected platforms]: Ubuntu 15.04 x64, Windows 10 x64  [Steps to reproduce]: 1. Open Firefox with a new profile. 2. Type something in the Awesomebar. 3. Right-click on one of the one-off searches icons. (e.g. Wikipedia). 4. From context menu click ""Set as default search engine"".    [Expected result]: The icon representing the search engine which was set as default should remain the same (e.g. Wikipedia)  [Actual result]: The icon representing the search engine that was set as default is replaced by the icon of the old default search engine (Google). So we end up with two icons of the old search engine (in this case ""Google"").  See the attached screenshot.  [Note]: After another search the icons are ok. 2016-08-23T13:06:26Z VERIFIED Firefox P2 FIXED normal True BR_1297374_SRC"
1297686,"When multiple desktop files support the same protocol scheme, only one of them is listed",All,File Handling,51 Branch,2016-08-24T12:38:37Z,tpi:+,,"User Agent: Mozilla/5.0 (X11; Linux x86_64; rv:51.0) Gecko/20100101 Firefox/51.0 Build ID: 20160823072522  Steps to reproduce:  Install multiple programs handling a single URI scheme, for example, Gajim and Pidgin from hg. Click on an xmpp: link, for example xmpp:test@muc.linkmauve.fr?join   Actual results:  Only a single program is listed in the “Open with…” dialog, here Gajim, but it seems non-deterministic.   Expected results:  Both programs should be listed, and the user should be able to select the one they prefer.",2016-08-24T12:38:37Z,RESOLVED,Firefox,P3,FIXED,normal,True,BR_1297686_SRC,"1297686 When multiple desktop files support the same protocol scheme, only one of them is listed All File Handling 51 Branch 2016-08-24T12:38:37Z tpi:+ nan User Agent: Mozilla/5.0 (X11; Linux x86_64; rv:51.0) Gecko/20100101 Firefox/51.0 Build ID: 20160823072522  Steps to reproduce:  Install multiple programs handling a single URI scheme, for example, Gajim and Pidgin from hg. Click on an xmpp: link, for example xmpp:test@muc.linkmauve.fr?join   Actual results:  Only a single program is listed in the “Open with…” dialog, here Gajim, but it seems non-deterministic.   Expected results:  Both programs should be listed, and the user should be able to select the one they prefer. 2016-08-24T12:38:37Z RESOLVED Firefox P3 FIXED normal True BR_1297686_SRC"
1297976,[One-off searches] Screen reader does not read the one-offs searches buttons,All,Search,51 Branch,2016-08-25T08:09:51Z,[fxsearch],,[Affected versions]: Nightly 51 Build ID 20160822064441   [Affected platforms]: Windows 10 x64  [Steps to reproduce]: 1. Install and open NVDA screen reader 2. Open Firefox with a new profile 3. Type something in the Awesomebar 4. Hover over one-offs searches buttons  [Expected result]: Screen reader should read the one-offs searches buttons  [Actual result]: Screen reader does not read the one-offs searches buttons  [Additional notes]: Reproducible also on Ubuntu 15.04 x64 with Orca Screen Reader Screen reader also does not read the one-offs searches buttons from Search bar,2016-08-25T08:09:51Z,VERIFIED,Firefox,P1,FIXED,normal,True,BR_1297976_SRC,1297976 [One-off searches] Screen reader does not read the one-offs searches buttons All Search 51 Branch 2016-08-25T08:09:51Z [fxsearch] nan [Affected versions]: Nightly 51 Build ID 20160822064441   [Affected platforms]: Windows 10 x64  [Steps to reproduce]: 1. Install and open NVDA screen reader 2. Open Firefox with a new profile 3. Type something in the Awesomebar 4. Hover over one-offs searches buttons  [Expected result]: Screen reader should read the one-offs searches buttons  [Actual result]: Screen reader does not read the one-offs searches buttons  [Additional notes]: Reproducible also on Ubuntu 15.04 x64 with Orca Screen Reader Screen reader also does not read the one-offs searches buttons from Search bar 2016-08-25T08:09:51Z VERIFIED Firefox P1 FIXED normal True BR_1297976_SRC
1299458,Telemetry data from Search bar is not properly collected when searching in new tab from context menu,All,Search,51 Branch,2016-08-31T13:39:32Z,[fxsearch],,"[Affected versions]: Nightly 51 Build ID 	20160831030224   [Affected platforms]: Ubuntu 15.04 x64, Windows 10 x64, Mac OS X 10.10  [Steps to reproduce]: 1. Open Firefox with a new profile. 2. Type something in Search bar. 3. Right click on a one-off search engine (e.g Yahoo) and choose ""Search in new tab"". 4. Open about:telemetry page, and under ""Simple Measurements"" inspect the UITelemetry property.  [Expected result]: Telemetry data should show the name on the search engine used for the search.  For example: ""search-oneoff"":{""yahoo.oneoff-context-searchbar"":{""unknown"":{""tab-background"":1}}  [Actual result]: Telemetry data does not show the name of the engine used for the search. It shows ""other"" indeed. Example: {""other.oneoff-context-searchbar"":{""unknown"":{""tab-background"":1}}  [Notes]:   - Telemetry for searching in the current tab by mouse or key works as expected  - In Awesomebar the name of the engine is shown even for context menu searches  - If I add a new search engine (e.g. Booking.com) it shows the same {""other.oneoff-context-searchbar"":{""unknown"":{""tab-background"":1}} while in Awesomebar it is ""other-Booking.com"".",2016-08-31T13:39:32Z,VERIFIED,Firefox,P3,FIXED,normal,True,BR_1299458_SRC,"1299458 Telemetry data from Search bar is not properly collected when searching in new tab from context menu All Search 51 Branch 2016-08-31T13:39:32Z [fxsearch] nan [Affected versions]: Nightly 51 Build ID 	20160831030224   [Affected platforms]: Ubuntu 15.04 x64, Windows 10 x64, Mac OS X 10.10  [Steps to reproduce]: 1. Open Firefox with a new profile. 2. Type something in Search bar. 3. Right click on a one-off search engine (e.g Yahoo) and choose ""Search in new tab"". 4. Open about:telemetry page, and under ""Simple Measurements"" inspect the UITelemetry property.  [Expected result]: Telemetry data should show the name on the search engine used for the search.  For example: ""search-oneoff"":{""yahoo.oneoff-context-searchbar"":{""unknown"":{""tab-background"":1}}  [Actual result]: Telemetry data does not show the name of the engine used for the search. It shows ""other"" indeed. Example: {""other.oneoff-context-searchbar"":{""unknown"":{""tab-background"":1}}  [Notes]:   - Telemetry for searching in the current tab by mouse or key works as expected  - In Awesomebar the name of the engine is shown even for context menu searches  - If I add a new search engine (e.g. Booking.com) it shows the same {""other.oneoff-context-searchbar"":{""unknown"":{""tab-background"":1}} while in Awesomebar it is ""other-Booking.com"". 2016-08-31T13:39:32Z VERIFIED Firefox P3 FIXED normal True BR_1299458_SRC"
1300738,Firefox post update corrupts Windows 10 user profiles when using registry protection software,x86_64,Installer,48 Branch,2016-09-06T11:11:23Z,,,"User Agent: Mozilla/5.0 (Windows NT 6.1; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0 Build ID: 20160823121617  Steps to reproduce:  OS: Windows 10 (german localization) Firefox version 48.0.1 As a windows user with standard user privileges (no admin privileges), open the Firefox ""About Firefox"" menu and update Firefox to version 48.0.2. The update finished with restarting Firefox as usual.   Actual results:  Afterwards all Windows 10 profiles, except the one the Firefox update was done with, are corrupted and will start as temporarily loaded profiles. Windows restarts or logging off and on will not repair the Windows userprofiles. As a result of the temporarily profiles, no access to the user files were given.  This happened at 3 out of 3 updated PCs.   Expected results:  Windows profiles should not be corrupted.",2016-09-06T11:11:23Z,RESOLVED,Firefox,P2,FIXED,major,True,BR_1300738_SRC,"1300738 Firefox post update corrupts Windows 10 user profiles when using registry protection software x86_64 Installer 48 Branch 2016-09-06T11:11:23Z nan nan User Agent: Mozilla/5.0 (Windows NT 6.1; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0 Build ID: 20160823121617  Steps to reproduce:  OS: Windows 10 (german localization) Firefox version 48.0.1 As a windows user with standard user privileges (no admin privileges), open the Firefox ""About Firefox"" menu and update Firefox to version 48.0.2. The update finished with restarting Firefox as usual.   Actual results:  Afterwards all Windows 10 profiles, except the one the Firefox update was done with, are corrupted and will start as temporarily loaded profiles. Windows restarts or logging off and on will not repair the Windows userprofiles. As a result of the temporarily profiles, no access to the user files were given.  This happened at 3 out of 3 updated PCs.   Expected results:  Windows profiles should not be corrupted. 2016-09-06T11:11:23Z RESOLVED Firefox P2 FIXED major True BR_1300738_SRC"
